,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.97428,0.98064,0.974696,0.97196,0.946592,0.971872,0.64236,0.57872,0.549488,0.972304,0.959024,0.974384,0.57872,0.57872,0.57872,0.943056,0.786424,0.940272,0.971336,0.9746,0.963728
1,0.970816,0.9758,0.971456,0.968184,0.938304,0.966448,0.565768,0.57872,0.566888,0.967688,0.954512,0.969464,0.57872,0.57872,0.57872,0.94316,0.8222,0.936856,0.965224,0.970368,0.959624
2,0.970088,0.97528,0.969256,0.967312,0.943944,0.964864,0.579624,0.57872,0.572152,0.966928,0.956496,0.965664,0.57872,0.57872,0.57872,0.949984,0.836256,0.943256,0.96532,0.968664,0.960536
3,0.976592,0.982648,0.975056,0.973248,0.940368,0.974184,0.680424,0.57872,0.570048,0.973448,0.956448,0.973808,0.57872,0.57872,0.57872,0.95976,0.832488,0.956648,0.967192,0.97452,0.963496
4,0.979248,0.980936,0.980008,0.979224,0.946408,0.980992,0.68848,0.57872,0.642592,0.979256,0.961592,0.98172,0.57872,0.57872,0.57872,0.979248,0.88572,0.97836,0.979408,0.97872,0.97704
